session,scan_idx,readout_id,brain_area,layer,unit_id
8,5,5070,V1,L23,5343
5,6,4701,V1,L4,5115
4,7,7070,V1,L5,7929
9,6,4575,RL,L23,4913
6,2,4842,RL,L4,5239
9,6,4526,V1,L23,4857
5,6,5002,V1,L4,5443
5,6,6466,V1,L5,7055
6,7,3108,RL,L23,3425
5,6,3892,RL,L4,4243
8,5,4651,V1,L23,4894
5,7,4077,V1,L4,4472
8,5,9330,V1,L5,9922
8,5,1482,RL,L23,1564
5,6,3991,RL,L4,4350
6,6,1460,V1,L23,1594
4,7,5422,V1,L4,6100
4,7,7399,V1,L5,8291
7,5,1393,RL,L23,1540
5,6,3888,RL,L4,4239
6,2,4375,V1,L23,4737
5,7,4560,V1,L4,5026
5,7,6472,V1,L5,7125
7,5,3606,RL,L23,3982
6,2,3820,RL,L4,4151
6,7,818,V1,L23,924
6,4,4421,V1,L4,4797
5,7,6349,V1,L5,6984
7,5,3833,RL,L23,4233
9,3,7603,RL,L4,8257
9,4,6775,V1,L23,7262
8,5,7463,V1,L4,7908
6,6,7641,V1,L5,8213
6,2,1360,RL,L23,1482
5,7,4695,RL,L4,5165
6,7,4059,V1,L23,4463
9,3,7648,V1,L4,8302
8,5,9700,V1,L5,10320
5,7,1343,RL,L23,1458
5,7,3933,RL,L4,4311
7,5,2133,V1,L23,2346
6,7,6173,V1,L4,6814
4,7,7309,V1,L5,8194
9,6,3865,RL,L23,4163
5,7,4027,RL,L4,4416
6,6,4504,V1,L23,4859
9,3,1898,V1,L4,2038
7,3,8494,V1,L5,9160
8,5,4414,RL,L23,4644
9,3,5101,RL,L4,5518
4,7,586,V1,L23,722
4,7,5863,V1,L4,6613
6,4,6749,V1,L5,7291
9,4,6810,RL,L23,7298
7,3,3971,RL,L4,4312
5,7,1383,V1,L23,1503
7,3,4499,V1,L4,4878
6,4,6919,V1,L5,7477
5,7,4691,RL,L23,5161
9,3,6813,RL,L4,7407
7,3,1966,V1,L23,2119
9,3,7501,V1,L4,8150
6,4,6154,V1,L5,6661
6,4,4574,RL,L23,4958
7,5,6206,RL,L4,6871
6,7,3551,V1,L23,3909
9,3,2686,V1,L4,2875
6,6,6241,V1,L5,6727
6,6,3461,RL,L23,3740
9,3,7733,RL,L4,8391
6,4,1789,V1,L23,1962
9,3,6926,V1,L4,7531
4,7,7115,V1,L5,7981
7,5,1819,RL,L23,2009
8,5,7955,RL,L4,8452
7,3,1618,V1,L23,1748
7,3,4997,V1,L4,5426
6,7,6220,V1,L5,6862
9,4,7779,RL,L23,8330
9,3,1385,RL,L4,1502
8,5,4967,V1,L23,5229
7,5,6824,V1,L4,7548
6,4,6371,V1,L5,6888
9,4,5117,RL,L23,5485
6,4,4511,RL,L4,4891
6,6,3473,V1,L23,3752
6,2,4853,V1,L4,5251
6,7,5901,V1,L5,6489
6,2,2239,RL,L23,2431
9,3,2580,RL,L4,2759
4,7,769,V1,L23,945
9,3,1770,V1,L4,1903
5,7,7940,V1,L5,8662
6,2,3718,RL,L23,4040
9,3,4088,RL,L4,4420
4,7,2685,V1,L23,3083
5,7,4156,V1,L4,4562
7,3,8153,V1,L5,8792
9,4,1463,RL,L23,1575
9,3,4114,RL,L4,4446
6,6,3654,V1,L23,3947
9,3,4718,V1,L4,5102
8,5,9606,V1,L5,10215
8,5,2470,RL,L23,2596
9,3,2465,RL,L4,2639
4,7,2691,V1,L23,3090
7,5,6328,V1,L4,7002
6,4,6524,V1,L5,7051
8,5,2248,RL,L23,2370
6,4,4297,RL,L4,4665
6,2,1679,V1,L23,1834
7,3,4468,V1,L4,4840
6,6,6251,V1,L5,6740
7,5,3865,RL,L23,4266
6,2,4865,RL,L4,5264
9,4,4311,V1,L23,4623
9,3,4834,V1,L4,5228
6,6,6155,V1,L5,6634
5,7,1391,RL,L23,1513
8,5,7993,RL,L4,8493
6,2,2159,V1,L23,2343
4,7,5022,V1,L4,5652
7,3,8138,V1,L5,8776
6,2,1862,RL,L23,2028
4,7,5708,RL,L4,6435
8,5,2244,V1,L23,2366
9,3,4491,V1,L4,4849
5,6,6395,V1,L5,6977
4,7,2408,RL,L23,2777
8,5,7039,RL,L4,7451
8,5,4873,V1,L23,5131
5,7,4349,V1,L4,4778
5,6,6538,V1,L5,7129
9,6,3966,RL,L23,4272
9,3,7495,RL,L4,8141
6,4,3813,V1,L23,4147
6,2,4531,V1,L4,4907
4,7,7464,V1,L5,8363
9,4,1490,RL,L23,1604
7,5,6685,RL,L4,7403
7,5,1642,V1,L23,1808
6,6,6405,V1,L4,6920
5,6,6372,V1,L5,6951
7,3,1423,RL,L23,1545
5,7,3936,RL,L4,4315
6,7,1146,V1,L23,1291
6,7,6052,V1,L4,6670
6,7,7718,V1,L5,8429
4,7,3052,RL,L23,3494
9,3,6884,RL,L4,7486
6,2,1497,V1,L23,1635
9,3,7523,V1,L4,8175
5,6,6370,V1,L5,6949
5,6,1893,RL,L23,2060
6,2,4723,RL,L4,5109
5,6,1916,V1,L23,2083
6,7,5939,V1,L4,6533
6,4,6261,V1,L5,6772
7,5,1542,RL,L23,1700
9,3,1664,RL,L4,1793
6,6,3709,V1,L23,4003
6,4,4150,V1,L4,4500
7,3,8174,V1,L5,8816
9,4,4004,RL,L23,4303
9,3,4868,RL,L4,5270
6,4,2029,V1,L23,2225
9,3,7227,V1,L4,7853
5,7,6433,V1,L5,7080
6,7,2989,RL,L23,3300
5,6,3895,RL,L4,4246
8,5,4430,V1,L23,4661
9,3,7251,V1,L4,7878
6,7,7509,V1,L5,8210
9,6,2383,RL,L23,2548
7,3,4662,RL,L4,5062
8,5,4881,V1,L23,5141
6,4,4007,V1,L4,4349
4,7,7461,V1,L5,8358
6,7,3986,RL,L23,4387
9,3,2585,RL,L4,2764
9,6,1841,V1,L23,1982
9,3,5286,V1,L4,5717
6,4,6162,V1,L5,6669
9,6,1303,RL,L23,1415
8,5,7786,RL,L4,8270
6,2,1988,V1,L23,2166
6,7,5937,V1,L4,6531
4,7,7330,V1,L5,8216
6,7,3855,RL,L23,4242
7,5,6045,RL,L4,6695
6,4,1212,V1,L23,1322
5,7,4430,V1,L4,4874
6,2,6386,V1,L5,6906
7,5,1388,RL,L23,1533
5,6,4499,RL,L4,4900
4,7,783,V1,L23,960
8,5,7639,V1,L4,8103
7,3,8203,V1,L5,8851
7,5,1978,RL,L23,2183
9,3,1475,RL,L4,1597
6,2,2072,V1,L23,2253
9,3,2241,V1,L4,2410
7,5,7951,V1,L5,8758
5,7,1273,RL,L23,1380
5,6,4032,RL,L4,4392
9,4,4108,V1,L23,4409
9,3,7542,V1,L4,8195
6,7,7472,V1,L5,8173
8,5,5219,RL,L23,5498
9,3,1503,RL,L4,1626
8,5,2217,V1,L23,2337
5,6,4728,V1,L4,5143
4,7,7271,V1,L5,8154
7,5,1602,RL,L23,1764
9,3,7820,RL,L4,8482
4,7,2676,V1,L23,3074
5,6,4160,V1,L4,4532
6,7,7512,V1,L5,8213
6,4,1111,RL,L23,1212
9,3,1477,RL,L4,1599
6,2,1589,V1,L23,1735
5,6,4648,V1,L4,5061
5,7,6542,V1,L5,7203
9,6,1389,RL,L23,1505
5,7,4675,RL,L4,5144
6,6,3814,V1,L23,4115
6,7,5723,V1,L4,6298
6,7,5821,V1,L5,6403
6,4,1152,RL,L23,1256
9,3,2474,RL,L4,2648
5,6,1973,V1,L23,2151
6,2,4504,V1,L4,4875
4,7,6943,V1,L5,7788
4,7,2471,RL,L23,2843
5,7,3927,RL,L4,4305
9,6,1793,V1,L23,1931
9,3,1860,V1,L4,1998
7,3,8526,V1,L5,9192
5,6,1868,RL,L23,2035
6,2,3748,RL,L4,4074
6,2,1428,V1,L23,1559
4,7,5773,V1,L4,6507
7,3,8335,V1,L5,8994
6,2,4898,RL,L23,5301
9,3,4216,RL,L4,4553
4,7,883,V1,L23,1079
6,4,3924,V1,L4,4261
6,4,6180,V1,L5,6687
7,3,2356,RL,L23,2534
6,4,4576,RL,L4,4960
9,6,1655,V1,L23,1787
9,3,7504,V1,L4,8154
4,7,7131,V1,L5,7999
9,4,3955,RL,L23,4253
6,2,4588,RL,L4,4970
9,4,5160,V1,L23,5534
6,7,5735,V1,L4,6311
5,6,6494,V1,L5,7083
6,6,4361,RL,L23,4701
5,6,4758,RL,L4,5176
6,6,4450,V1,L23,4796
6,6,6038,V1,L4,6507
6,2,6463,V1,L5,6984
7,5,1344,RL,L23,1485
4,7,4971,RL,L4,5593
6,6,1514,V1,L23,1652
7,3,4314,V1,L4,4678
6,4,6698,V1,L5,7237
5,6,1342,RL,L23,1445
9,3,2442,RL,L4,2616
7,5,4313,V1,L23,4754
4,7,5910,V1,L4,6671
6,6,6170,V1,L5,6649
6,7,2976,RL,L23,3286
7,3,3957,RL,L4,4297
8,5,1641,V1,L23,1728
7,3,4999,V1,L4,5428
6,7,7609,V1,L5,8314
8,5,4413,RL,L23,4643
5,6,3964,RL,L4,4320
5,6,1471,V1,L23,1582
5,7,4771,V1,L4,5243
7,3,8609,V1,L5,9286
7,3,1502,RL,L23,1628
5,6,3893,RL,L4,4244
6,6,1243,V1,L23,1354
6,6,6393,V1,L4,6907
6,2,6268,V1,L5,6782
5,7,2243,RL,L23,2459
9,3,2168,RL,L4,2329
6,4,4397,V1,L23,4772
6,4,4656,V1,L4,5047
5,6,6514,V1,L5,7104
8,5,5106,RL,L23,5379
9,3,1447,RL,L4,1568
9,4,7503,V1,L23,8043
7,3,4368,V1,L4,4737
7,3,6468,V1,L5,7007
7,5,4187,RL,L23,4617
9,3,4161,RL,L4,4495
8,5,5294,V1,L23,5574
6,2,4139,V1,L4,4487
8,5,9529,V1,L5,10133
9,6,2258,RL,L23,2420
5,6,4902,RL,L4,5333
5,7,2068,V1,L23,2265
8,5,7689,V1,L4,8158
4,7,7015,V1,L5,7866
6,4,1166,RL,L23,1271
5,7,3895,RL,L4,4269
8,5,1942,V1,L23,2041
6,6,3568,V1,L4,3855
7,5,7865,V1,L5,8666
8,5,2582,RL,L23,2714
5,7,4473,RL,L4,4926
9,6,4202,V1,L23,4516
5,7,4245,V1,L4,4661
7,3,7970,V1,L5,8604
7,3,2200,RL,L23,2373
5,7,4446,RL,L4,4890
9,4,7303,V1,L23,7823
5,7,4504,V1,L4,4963
6,7,7885,V1,L5,8600
9,4,4721,RL,L23,5065
7,5,6078,RL,L4,6736
9,4,4732,V1,L23,5077
5,7,4017,V1,L4,4404
6,2,7862,V1,L5,8454
6,4,1607,RL,L23,1757
9,3,1468,RL,L4,1590
6,7,1140,V1,L23,1285
6,2,4419,V1,L4,4784
6,4,6674,V1,L5,7213
6,4,1776,RL,L23,1949
7,3,4149,RL,L4,4498
4,7,867,V1,L23,1060
9,3,7060,V1,L4,7672
6,6,6360,V1,L5,6866
6,7,3004,RL,L23,3317
5,6,4012,RL,L4,4371
7,3,2105,V1,L23,2269
9,3,2186,V1,L4,2350
5,6,6431,V1,L5,7015
8,5,4267,RL,L23,4492
7,3,4015,RL,L4,4358
9,4,7778,V1,L23,8329
7,3,4814,V1,L4,5227
6,6,7847,V1,L5,8426
6,4,4491,RL,L23,4871
5,6,4872,RL,L4,5299
9,4,2259,V1,L23,2434
5,7,4319,V1,L4,4746
7,3,8408,V1,L5,9071
9,4,1444,RL,L23,1556
7,3,4086,RL,L4,4432
5,7,1502,V1,L23,1630
6,2,4096,V1,L4,4443
6,7,5655,V1,L5,6222
6,4,1832,RL,L23,2008
9,3,6916,RL,L4,7520
6,7,1057,V1,L23,1194
6,4,4216,V1,L4,4578
6,4,6973,V1,L5,7545
4,7,2336,RL,L23,2696
7,5,6122,RL,L4,6783
9,4,1848,V1,L23,1987
6,2,3990,V1,L4,4328
4,7,7012,V1,L5,7863
6,6,3943,RL,L23,4254
9,3,1512,RL,L4,1635
6,4,1718,V1,L23,1882
6,7,6077,V1,L4,6698
4,7,7331,V1,L5,8217
7,5,3903,RL,L23,4307
9,3,6692,RL,L4,7279
5,6,1800,V1,L23,1950
4,7,5808,V1,L4,6547
6,6,6167,V1,L5,6646
7,5,1416,RL,L23,1563
6,2,3859,RL,L4,4192
6,4,2018,V1,L23,2211
6,6,6323,V1,L4,6823
6,2,6895,V1,L5,7465
8,5,4342,RL,L23,4572
5,6,3887,RL,L4,4238
4,7,2874,V1,L23,3299
6,4,3963,V1,L4,4302
6,4,6668,V1,L5,7207
9,6,3849,RL,L23,4146
9,3,4874,RL,L4,5276
6,7,3414,V1,L23,3758
8,5,7555,V1,L4,8007
6,6,6421,V1,L5,6937
6,6,3363,RL,L23,3634
7,3,4720,RL,L4,5127
6,2,2101,V1,L23,2282
6,2,4464,V1,L4,4830
5,6,6545,V1,L5,7138
4,7,3115,RL,L23,3559
5,6,4056,RL,L4,4419
6,4,4107,V1,L23,4455
4,7,5576,V1,L4,6296
5,6,6413,V1,L5,6995
8,5,4376,RL,L23,4606
4,7,4983,RL,L4,5608
6,7,3940,V1,L23,4336
6,2,4371,V1,L4,4733
6,6,6210,V1,L5,6692
6,6,3355,RL,L23,3626
7,3,4797,RL,L4,5210
4,7,2572,V1,L23,2955
8,5,7840,V1,L4,8333
7,5,7891,V1,L5,8692
4,7,3332,RL,L23,3788
9,3,2450,RL,L4,2624
4,7,3127,V1,L23,3572
6,6,4516,V1,L4,4874
7,3,6825,V1,L5,7380
6,7,3624,RL,L23,3983
9,3,6815,RL,L4,7409
5,6,2067,V1,L23,2256
9,3,7100,V1,L4,7715
4,7,7181,V1,L5,8050
6,7,3565,RL,L23,3923
9,3,4757,RL,L4,5143
9,4,7331,V1,L23,7851
9,3,4529,V1,L4,4890
5,7,7763,V1,L5,8476
5,7,1327,RL,L23,1441
7,5,6649,RL,L4,7363
8,5,2029,V1,L23,2134
5,7,4899,V1,L4,5385
7,5,7947,V1,L5,8754
6,4,3555,RL,L23,3871
9,3,6946,RL,L4,7552
9,6,2414,V1,L23,2580
9,3,4251,V1,L4,4588
5,6,8114,V1,L5,8769
9,6,1979,RL,L23,2131
7,3,4976,RL,L4,5404
8,5,2570,V1,L23,2702
5,6,4919,V1,L4,5352
6,2,6925,V1,L5,7499
5,7,2239,RL,L23,2454
9,3,6879,RL,L4,7481
6,6,1197,V1,L23,1304
5,7,4578,V1,L4,5044
8,5,9662,V1,L5,10280
6,4,1153,RL,L23,1258
5,6,4563,RL,L4,4964
4,7,785,V1,L23,962
6,7,5878,V1,L4,6466
6,6,6098,V1,L5,6572
9,6,4570,RL,L23,4908
9,3,2369,RL,L4,2540
8,5,2120,V1,L23,2232
9,3,5225,V1,L4,5648
6,2,6910,V1,L5,7483
4,7,522,RL,L23,653
5,7,3833,RL,L4,4206
6,7,1005,V1,L23,1137
9,3,7792,V1,L4,8453
8,5,9388,V1,L5,9982
6,4,3630,RL,L23,3954
8,5,7095,RL,L4,7510
8,5,2730,V1,L23,2872
9,3,7507,V1,L4,8157
4,7,7268,V1,L5,8149
9,6,1342,RL,L23,1456
6,2,3829,RL,L4,4161
6,7,3711,V1,L23,4079
5,7,4239,V1,L4,4655
6,4,6312,V1,L5,6826
5,6,1996,RL,L23,2176
6,4,4597,RL,L4,4982
6,4,1914,V1,L23,2093
5,6,4469,V1,L4,4862
8,5,9404,V1,L5,9999
7,3,1432,RL,L23,1554
9,3,4056,RL,L4,4384
9,6,1739,V1,L23,1875
9,3,7318,V1,L4,7949
6,7,5736,V1,L5,6312
5,7,2257,RL,L23,2474
5,6,3940,RL,L4,4294
6,2,1308,V1,L23,1430
9,3,4927,V1,L4,5333
5,6,6939,V1,L5,7569
9,6,1378,RL,L23,1493
9,3,7756,RL,L4,8415
5,7,2223,V1,L23,2437
6,6,6794,V1,L4,7353
5,6,6829,V1,L5,7455
6,6,3261,RL,L23,3523
9,3,2156,RL,L4,2316
5,7,1979,V1,L23,2172
5,6,4533,V1,L4,4934
4,7,6989,V1,L5,7839
8,5,5472,RL,L23,5769
9,3,6817,RL,L4,7411
8,5,4895,V1,L23,5155
6,7,6525,V1,L4,7196
5,6,6526,V1,L5,7116
9,4,7524,RL,L23,8065
9,3,1443,RL,L4,1564
5,7,2164,V1,L23,2373
9,3,2622,V1,L4,2804
4,7,7066,V1,L5,7925
6,6,3413,RL,L23,3686
7,3,4121,RL,L4,4469
9,4,6964,V1,L23,7461
7,5,6535,V1,L4,7235
7,3,6522,V1,L5,7062
9,6,2051,RL,L23,2206
7,3,3896,RL,L4,4230
6,6,4016,V1,L23,4329
6,4,3834,V1,L4,4168
7,3,8550,V1,L5,9217
6,6,1521,RL,L23,1661
6,2,4918,RL,L4,5323
9,4,4584,V1,L23,4914
9,3,6960,V1,L4,7567
6,4,7836,V1,L5,8428
7,5,4284,RL,L23,4724
5,6,3848,RL,L4,4196
4,7,657,V1,L23,808
6,4,3832,V1,L4,4166
6,4,6777,V1,L5,7319
7,5,2013,RL,L23,2219
9,3,4861,RL,L4,5262
4,7,816,V1,L23,996
9,3,4924,V1,L4,5330
6,6,5996,V1,L5,6459
9,4,1449,RL,L23,1561
8,5,7131,RL,L4,7549
6,4,1842,V1,L23,2018
5,6,4099,V1,L4,4467
6,4,7899,V1,L5,8491
4,7,3051,RL,L23,3493
9,3,4096,RL,L4,4428
9,4,7210,V1,L23,7724
6,4,4268,V1,L4,4632
4,7,7152,V1,L5,8020
6,4,4257,RL,L23,4620
6,6,5925,RL,L4,6383
8,5,4983,V1,L23,5250
5,7,4556,V1,L4,5022
5,7,6406,V1,L5,7051
6,7,2940,RL,L23,3247
7,3,4156,RL,L4,4505
4,7,2687,V1,L23,3085
6,6,5911,V1,L4,6369
6,2,6633,V1,L5,7184
7,5,1449,RL,L23,1601
8,5,7093,RL,L4,7508
5,7,1772,V1,L23,1930
6,2,4859,V1,L4,5257
6,4,6273,V1,L5,6785
6,7,3015,RL,L23,3328
5,7,4030,RL,L4,4419
6,7,1017,V1,L23,1152
7,3,4861,V1,L4,5277
7,3,8302,V1,L5,8957
6,4,3581,RL,L23,3899
7,3,4001,RL,L4,4343
7,5,1773,V1,L23,1950
9,3,5080,V1,L4,5494
5,6,6475,V1,L5,7064
5,7,2215,RL,L23,2429
9,3,1528,RL,L4,1652
6,7,3319,V1,L23,3657
9,3,2691,V1,L4,2880
5,7,6224,V1,L5,6847
4,7,2845,RL,L23,3269
6,2,4542,RL,L4,4922
6,2,1495,V1,L23,1633
5,6,4179,V1,L4,4552
6,2,6472,V1,L5,6995
9,4,4153,RL,L23,4456
9,3,4086,RL,L4,4418
6,4,1912,V1,L23,2091
8,5,7449,V1,L4,7892
6,7,7638,V1,L5,8346
6,2,2022,RL,L23,2202
9,3,5070,RL,L4,5484
5,6,1785,V1,L23,1931
9,3,7027,V1,L4,7638
8,5,9856,V1,L5,10485
8,5,4244,RL,L23,4465
4,7,5111,RL,L4,5753
8,5,5118,V1,L23,5392
5,7,4645,V1,L4,5114
6,6,6242,V1,L5,6730
9,6,1433,RL,L23,1554
9,3,6888,RL,L4,7491
6,4,1233,V1,L23,1343
5,7,4235,V1,L4,4650
6,4,6543,V1,L5,7070
7,5,1372,RL,L23,1517
4,7,2969,V1,L23,3403
5,7,4287,V1,L4,4711
6,7,7514,V1,L5,8215
5,6,1385,RL,L23,1489
8,5,2650,V1,L23,2784
9,3,1726,V1,L4,1856
6,7,7734,V1,L5,8445
6,4,3596,RL,L23,3917
9,6,2005,V1,L23,2157
5,7,4134,V1,L4,4537
6,4,6489,V1,L5,7014
9,4,3966,RL,L23,4264
9,6,1485,V1,L23,1608
6,2,4013,V1,L4,4355
5,6,6546,V1,L5,7139
9,4,6658,RL,L23,7142
5,6,1859,V1,L23,2023
9,3,7651,V1,L4,8305
6,4,6451,V1,L5,6972
7,3,1468,RL,L23,1591
6,4,4411,V1,L23,4786
8,5,7952,V1,L4,8449
5,7,6180,V1,L5,6798
6,6,3496,RL,L23,3776
6,4,1830,V1,L23,2006
9,3,7249,V1,L4,7875
5,7,6679,V1,L5,7355
9,6,1425,RL,L23,1546
9,6,2281,V1,L23,2443
4,7,5568,V1,L4,6288
6,2,6888,V1,L5,7458
8,5,2616,RL,L23,2748
6,6,4366,V1,L23,4706
5,7,4471,V1,L4,4924
6,6,6143,V1,L5,6621
5,7,1875,RL,L23,2051
9,6,4324,V1,L23,4643
7,5,6225,V1,L4,6891
6,2,6422,V1,L5,6943
6,2,1171,RL,L23,1278
6,7,5928,V1,L23,6520
9,3,1591,V1,L4,1717
7,3,8489,V1,L5,9153
9,6,1276,RL,L23,1381
7,5,4547,V1,L23,5013
5,7,4584,V1,L4,5050
6,6,7596,V1,L5,8167
4,7,3284,RL,L23,3735
5,6,1501,V1,L23,1614
6,4,3991,V1,L4,4330
5,7,7916,V1,L5,8637
7,5,4295,RL,L23,4736
6,4,3906,V1,L23,4242
7,3,4175,V1,L4,4526
6,6,6265,V1,L5,6758
9,6,2078,RL,L23,2234
6,6,4363,V1,L23,4703
6,4,3942,V1,L4,4280
8,5,9650,V1,L5,10267
6,7,2870,RL,L23,3174
5,7,2216,V1,L23,2430
7,3,4728,V1,L4,5137
6,7,5681,V1,L5,6254
9,6,2300,RL,L23,2463
6,2,2116,V1,L23,2297
9,3,5046,V1,L4,5459
7,5,8186,V1,L5,9021
8,5,2633,RL,L23,2766
4,7,3181,V1,L23,3627
5,7,4543,V1,L4,5009
6,6,7964,V1,L5,8545
7,3,1324,RL,L23,1441
6,4,4613,V1,L23,4998
7,3,4390,V1,L4,4760
6,2,6774,V1,L5,7333
7,3,2399,RL,L23,2577
6,2,1667,V1,L23,1820
6,4,4226,V1,L4,4588
7,3,6571,V1,L5,7111
5,6,1943,RL,L23,2114
6,4,1428,V1,L23,1550
6,2,4832,V1,L4,5226
7,3,8280,V1,L5,8934
8,5,4293,RL,L23,4518
9,6,2367,V1,L23,2531
6,2,4269,V1,L4,4621
4,7,7079,V1,L5,7939
9,6,3915,RL,L23,4220
6,7,3686,V1,L23,4051
9,3,7893,V1,L4,8561
6,6,6260,V1,L5,6751
9,4,1372,RL,L23,1479
6,4,1676,V1,L23,1833
9,3,4577,V1,L4,4942
4,7,7055,V1,L5,7911
9,4,6601,RL,L23,7078
6,4,1435,V1,L23,1559
7,3,4185,V1,L4,4537
5,6,6445,V1,L5,7032
7,5,4432,RL,L23,4883
6,7,956,V1,L23,1081
6,7,6095,V1,L4,6718
5,6,6485,V1,L5,7074
6,2,1773,RL,L23,1937
9,4,7175,V1,L23,7684
6,2,4714,V1,L4,5099
6,2,6714,V1,L5,7269
4,7,2413,RL,L23,2782
7,3,2411,V1,L23,2593
5,6,4375,V1,L4,4759
8,5,9488,V1,L5,10087
8,5,4358,RL,L23,4588
6,6,1851,V1,L23,2014
6,4,3901,V1,L4,4237
6,6,6141,V1,L5,6619
5,6,2027,RL,L23,2212
8,5,4672,V1,L23,4917
6,7,6096,V1,L4,6719
6,7,5978,V1,L5,6582
7,5,1435,RL,L23,1585
6,7,3581,V1,L23,3939
9,3,2433,V1,L4,2606
8,5,9539,V1,L5,10143
6,4,1097,RL,L23,1197
5,6,1692,V1,L23,1829
5,7,4295,V1,L4,4719
6,4,6673,V1,L5,7212
9,4,5054,RL,L23,5418
6,2,1569,V1,L23,1714
7,5,6536,V1,L4,7236
5,7,6430,V1,L5,7077
7,3,1417,RL,L23,1539
6,6,4475,V1,L23,4825
6,7,6129,V1,L4,6762
8,5,9749,V1,L5,10374
7,5,2044,RL,L23,2250
9,4,7444,V1,L23,7981
5,6,4490,V1,L4,4891
6,4,7855,V1,L5,8447
5,6,1316,RL,L23,1415
7,5,4064,V1,L23,4482
9,3,4796,V1,L4,5185
7,3,8298,V1,L5,8953
8,5,1479,RL,L23,1561
9,4,1531,V1,L23,1647
8,5,8090,V1,L4,8597
7,3,8192,V1,L5,8838
6,2,3753,RL,L23,4081
6,4,1759,V1,L23,1931
5,7,4844,V1,L4,5323
6,4,6786,V1,L5,7328
9,4,6719,RL,L23,7204
4,7,803,V1,L23,983
6,6,6125,V1,L4,6600
8,5,9542,V1,L5,10146
5,7,2011,RL,L23,2206
6,7,3541,V1,L23,3897
5,6,4276,V1,L4,4657
7,3,8578,V1,L5,9251
6,4,1656,RL,L23,1808
6,2,1933,V1,L23,2105
9,3,7213,V1,L4,7838
7,3,8128,V1,L5,8765
4,7,3298,RL,L23,3751
9,6,1867,V1,L23,2008
9,3,1817,V1,L4,1952
6,7,7656,V1,L5,8366
6,4,1753,RL,L23,1925
6,7,1040,V1,L23,1176
5,6,4628,V1,L4,5040
5,6,6304,V1,L5,6876
5,7,2158,RL,L23,2365
6,4,1431,V1,L23,1553
9,3,5173,V1,L4,5594
5,6,6690,V1,L5,7306
6,4,1627,RL,L23,1777
6,7,3372,V1,L23,3715
6,6,6380,V1,L4,6888
6,2,6503,V1,L5,7030
6,6,1585,RL,L23,1736
6,6,4398,V1,L23,4740
6,2,4320,V1,L4,4677
6,6,6539,V1,L5,7061
6,4,1954,RL,L23,2139
8,5,1915,V1,L23,2013
8,5,7542,V1,L4,7993
7,3,8407,V1,L5,9070
4,7,2921,RL,L23,3348
7,5,1772,V1,L23,1949
6,7,5758,V1,L4,6335
6,2,7761,V1,L5,8353
6,4,3551,RL,L23,3867
9,4,1933,V1,L23,2081
9,3,4510,V1,L4,4869
6,7,6424,V1,L5,7078
4,7,2368,RL,L23,2731
5,7,1484,V1,L23,1612
6,2,4054,V1,L4,4398
6,7,5761,V1,L5,6338
9,4,7846,RL,L23,8404
6,7,1450,V1,L23,1624
9,3,4580,V1,L4,4945
6,4,8071,V1,L5,8670
6,4,1146,RL,L23,1250
7,5,1891,V1,L23,2084
6,6,6640,V1,L4,7173
7,3,6643,V1,L5,7185
9,6,3816,RL,L23,4109
6,4,1679,V1,L23,1839
4,7,5278,V1,L4,5941
6,7,7549,V1,L5,8251
6,4,4204,RL,L23,4566
6,2,1635,V1,L23,1786
5,6,4866,V1,L4,5292
6,2,6340,V1,L5,6857
8,5,2476,RL,L23,2602
4,7,3260,V1,L23,3710
8,5,7501,V1,L4,7950
6,7,5796,V1,L5,6375
9,4,2250,RL,L23,2425
6,6,4092,V1,L23,4414
7,5,6359,V1,L4,7039
4,7,7445,V1,L5,8341
7,5,4337,RL,L23,4779
9,4,2320,V1,L23,2497
9,3,2061,V1,L4,2212
6,4,6615,V1,L5,7150
8,5,1626,RL,L23,1713
6,4,1579,V1,L23,1716
4,7,5305,V1,L4,5971
6,2,6378,V1,L5,6898
4,7,3409,RL,L23,3885
7,5,3824,V1,L23,4224
6,2,4322,V1,L4,4680
6,6,6510,V1,L5,7030
6,4,3667,RL,L23,3993
6,2,1917,V1,L23,2089
9,3,2587,V1,L4,2766
7,3,8307,V1,L5,8964
9,4,7320,RL,L23,7840
4,7,2766,V1,L23,3172
7,3,4449,V1,L4,4820
7,3,8244,V1,L5,8896
9,4,4117,RL,L23,4418
7,3,2029,V1,L23,2187
9,3,5192,V1,L4,5613
5,7,8067,V1,L5,8791
6,6,1867,RL,L23,2031
6,7,1304,V1,L23,1470
5,7,4583,V1,L4,5049
6,2,8045,V1,L5,8644
7,5,4287,RL,L23,4727
6,2,1632,V1,L23,1781
5,6,4150,V1,L4,4521
6,6,6430,V1,L5,6946
9,6,2270,RL,L23,2432
6,7,996,V1,L23,1128
7,3,4666,V1,L4,5067
6,4,6396,V1,L5,6915
6,2,1246,RL,L23,1364
6,7,3174,V1,L23,3499
5,7,4755,V1,L4,5226
8,5,9686,V1,L5,10306
9,6,4831,RL,L23,5181
8,5,2328,V1,L23,2452
9,3,4993,V1,L4,5402
8,5,9293,V1,L5,9884
9,4,7727,RL,L23,8276
6,2,4245,V1,L23,4596
9,3,7291,V1,L4,7919
4,7,7122,V1,L5,7989
4,7,3312,RL,L23,3766
6,6,1209,V1,L23,1318
5,7,4813,V1,L4,5291
5,6,6411,V1,L5,6993
