session,scan_idx,readout_id,brain_area,layer,unit_id
6,6,3515,V1,L4,3796
7,3,8293,V1,L5,8948
6,2,3734,RL,L23,4058
7,3,4627,RL,L4,5023
9,4,7128,V1,L23,7636
5,6,4187,V1,L4,4560
5,7,6257,V1,L5,6883
5,6,1486,RL,L23,1597
6,6,4509,RL,L4,4864
9,4,4349,V1,L23,4662
9,3,1650,V1,L4,1778
6,4,6195,V1,L5,6702
7,5,1485,RL,L23,1640
9,3,7572,RL,L4,8225
8,5,5142,V1,L23,5418
8,5,7469,V1,L4,7914
8,5,9305,V1,L5,9896
7,5,4318,RL,L23,4759
5,6,4022,RL,L4,4381
4,7,2600,V1,L23,2986
9,3,1621,V1,L4,1748
5,6,6282,V1,L5,6852
6,4,2115,RL,L23,2323
4,7,4990,RL,L4,5616
6,4,1219,V1,L23,1329
5,6,5072,V1,L4,5528
7,3,8460,V1,L5,9123
8,5,2537,RL,L23,2667
5,7,4494,RL,L4,4952
9,4,7512,V1,L23,8052
9,3,5011,V1,L4,5423
7,3,6326,V1,L5,6860
8,5,4265,RL,L23,4490
6,7,5440,RL,L4,5989
6,6,4057,V1,L23,4372
9,3,5036,V1,L4,5449
7,3,6820,V1,L5,7375
6,6,3361,RL,L23,3632
9,3,2514,RL,L4,2688
8,5,2055,V1,L23,2161
9,3,4499,V1,L4,4857
8,5,9440,V1,L5,10037
9,6,4072,RL,L23,4381
8,5,7645,RL,L4,8111
4,7,587,V1,L23,723
8,5,7843,V1,L4,8336
6,4,6565,V1,L5,7095
7,3,1435,RL,L23,1557
5,6,4619,RL,L4,5028
9,6,2310,V1,L23,2474
5,6,4676,V1,L4,5090
6,4,6528,V1,L5,7055
9,6,1346,RL,L23,1460
7,3,3955,RL,L4,4295
6,4,2110,V1,L23,2317
5,6,4586,V1,L4,4991
5,6,6594,V1,L5,7192
7,5,3676,RL,L23,4061
7,5,6897,RL,L4,7639
9,4,2009,V1,L23,2161
8,5,7919,V1,L4,8414
4,7,6960,V1,L5,7807
8,5,2718,RL,L23,2856
6,2,4828,RL,L4,5222
6,4,4110,V1,L23,4458
5,7,4441,V1,L4,4885
6,7,5986,V1,L5,6590
9,4,6594,RL,L23,7071
8,5,8144,RL,L4,8656
4,7,3149,V1,L23,3594
9,3,5193,V1,L4,5614
6,4,6255,V1,L5,6765
4,7,3352,RL,L23,3814
7,3,4918,RL,L4,5337
5,6,2166,V1,L23,2355
8,5,7633,V1,L4,8095
6,4,6456,V1,L5,6977
7,5,1504,RL,L23,1660
5,6,4017,RL,L4,4376
6,2,1730,V1,L23,1892
9,3,2490,V1,L4,2664
7,3,8260,V1,L5,8913
5,6,1535,RL,L23,1650
9,3,5195,RL,L4,5616
4,7,840,V1,L23,1023
5,7,3954,V1,L4,4333
6,6,7853,V1,L5,8432
6,6,3906,RL,L23,4216
5,6,5033,RL,L4,5480
5,6,2146,V1,L23,2335
9,3,4824,V1,L4,5218
5,6,8091,V1,L5,8746
9,4,6688,RL,L23,7173
7,3,4102,RL,L4,4448
9,4,4881,V1,L23,5236
6,2,4033,V1,L4,4375
7,3,8275,V1,L5,8929
9,6,5096,RL,L23,5462
6,4,3583,RL,L4,3901
7,3,2069,V1,L23,2227
5,7,4809,V1,L4,5285
4,7,7409,V1,L5,8301
9,4,7416,RL,L23,7952
5,6,3917,RL,L4,4270
4,7,2727,V1,L23,3127
8,5,8231,V1,L4,8758
6,4,6334,V1,L5,6848
7,5,3898,RL,L23,4301
4,7,5572,RL,L4,6292
6,6,1842,V1,L23,2005
7,5,6555,V1,L4,7257
6,2,6598,V1,L5,7139
6,4,1175,RL,L23,1280
9,3,7623,RL,L4,8277
6,4,3908,V1,L23,4244
6,6,4008,V1,L4,4321
8,5,9439,V1,L5,10036
7,5,1565,RL,L23,1725
9,3,6781,RL,L4,7375
5,6,2096,V1,L23,2285
7,3,4376,V1,L4,4745
6,7,7425,V1,L5,8126
6,6,1080,RL,L23,1181
6,7,6584,RL,L4,7269
7,5,1966,V1,L23,2171
6,4,3926,V1,L4,4263
8,5,9291,V1,L5,9882
5,7,2179,RL,L23,2390
9,3,5268,RL,L4,5694
6,2,1783,V1,L23,1947
6,6,4040,V1,L4,4354
5,6,6615,V1,L5,7219
8,5,1473,RL,L23,1555
5,6,4607,RL,L4,5013
6,6,1309,V1,L23,1421
9,3,7351,V1,L4,7982
5,7,6522,V1,L5,7183
9,6,1370,RL,L23,1485
9,3,4760,RL,L4,5146
6,4,3796,V1,L23,4129
6,2,4654,V1,L4,5037
4,7,7009,V1,L5,7860
9,4,5143,RL,L23,5516
9,3,1530,RL,L4,1654
9,6,1450,V1,L23,1573
9,3,1917,V1,L4,2059
6,2,7953,V1,L5,8549
9,6,5122,RL,L23,5492
5,6,3944,RL,L4,4298
4,7,2752,V1,L23,3158
9,3,1978,V1,L4,2121
5,7,6606,V1,L5,7274
6,6,1744,RL,L23,1901
7,5,6680,RL,L4,7398
9,6,4753,V1,L23,5100
5,6,4172,V1,L4,4545
6,6,6067,V1,L5,6536
6,4,1176,RL,L23,1281
9,3,2599,RL,L4,2778
9,6,2156,V1,L23,2316
5,6,4262,V1,L4,4642
4,7,7285,V1,L5,8169
5,7,1261,RL,L23,1368
6,4,3658,RL,L4,3983
7,5,4404,V1,L23,4850
6,4,4487,V1,L4,4867
6,6,7750,V1,L5,8324
6,7,3013,RL,L23,3326
9,3,6760,RL,L4,7353
6,6,3748,V1,L23,4045
6,4,6221,V1,L4,6730
6,6,7642,V1,L5,8214
9,6,3926,RL,L23,4231
8,5,8187,RL,L4,8702
6,2,1408,V1,L23,1535
5,6,4403,V1,L4,4792
6,7,7747,V1,L5,8458
9,4,4021,RL,L23,4320
9,3,4070,RL,L4,4401
6,6,1079,V1,L23,1180
4,7,6994,V1,L4,7844
7,3,8568,V1,L5,9236
7,3,1388,RL,L23,1509
5,7,3834,RL,L4,4207
5,7,2146,V1,L23,2350
9,3,1979,V1,L4,2122
7,5,8033,V1,L5,8852
9,4,1424,RL,L23,1534
9,3,4138,RL,L4,4470
5,6,1755,V1,L23,1898
9,3,7832,V1,L4,8496
6,2,8142,V1,L5,8741
6,2,1979,RL,L23,2157
5,7,3913,RL,L4,4288
9,6,4000,V1,L23,4307
9,3,7310,V1,L4,7939
5,6,6428,V1,L5,7012
6,2,1823,RL,L23,1988
5,7,3883,RL,L4,4257
9,4,4494,V1,L23,4818
4,7,5711,V1,L4,6438
4,7,7145,V1,L5,8013
6,6,3458,RL,L23,3737
9,3,6754,RL,L4,7347
7,3,1773,V1,L23,1914
5,6,4657,V1,L4,5070
6,6,6491,V1,L5,7009
9,4,4084,RL,L23,4385
9,3,5310,RL,L4,5744
9,4,6792,V1,L23,7280
6,6,6177,V1,L4,6656
6,2,6365,V1,L5,6884
4,7,3066,RL,L23,3508
7,3,4150,RL,L4,4499
7,3,1537,V1,L23,1665
6,7,5917,V1,L4,6506
6,2,6792,V1,L5,7354
7,3,1371,RL,L23,1492
9,3,2116,RL,L4,2274
5,6,2017,V1,L23,2202
6,7,5984,V1,L4,6588
5,6,6637,V1,L5,7245
9,6,4781,RL,L23,5130
7,3,3993,RL,L4,4335
5,7,2041,V1,L23,2238
8,5,7595,V1,L4,8053
6,2,6277,V1,L5,6791
6,7,3616,RL,L23,3975
5,6,4510,RL,L4,4911
8,5,4733,V1,L23,4979
8,5,7552,V1,L4,8004
7,3,8528,V1,L5,9194
6,2,3779,RL,L23,4108
7,5,6704,RL,L4,7422
8,5,2108,V1,L23,2219
7,5,6466,V1,L4,7155
7,3,8196,V1,L5,8843
9,4,2474,RL,L23,2662
5,6,4800,RL,L4,5220
4,7,3357,V1,L23,3821
5,6,4642,V1,L4,5055
5,7,6252,V1,L5,6878
4,7,3363,RL,L23,3830
9,3,1386,RL,L4,1503
6,4,2070,V1,L23,2268
7,3,5011,V1,L4,5441
5,6,6279,V1,L5,6849
6,4,3750,RL,L23,4081
7,3,4050,RL,L4,4395
8,5,5186,V1,L23,5464
6,7,5691,V1,L4,6264
5,7,6585,V1,L5,7249
7,3,1394,RL,L23,1515
6,2,3876,RL,L4,4209
8,5,2360,V1,L23,2484
5,6,5039,V1,L4,5487
4,7,7117,V1,L5,7983
5,7,1257,RL,L23,1362
9,3,2322,RL,L4,2492
5,6,2242,V1,L23,2437
6,4,4374,V1,L4,4748
6,2,6296,V1,L5,6810
6,4,4215,RL,L23,4577
4,7,5545,RL,L4,6254
8,5,1952,V1,L23,2051
5,7,4641,V1,L4,5110
5,6,6334,V1,L5,6910
9,6,1463,RL,L23,1586
7,5,6752,RL,L4,7472
5,6,1838,V1,L23,1997
5,7,4204,V1,L4,4616
4,7,7019,V1,L5,7870
5,6,1906,RL,L23,2073
9,3,4828,RL,L4,5222
4,7,3394,V1,L23,3865
9,3,4257,V1,L4,4594
8,5,9332,V1,L5,9925
5,6,1452,RL,L23,1563
9,3,4157,RL,L4,4491
7,3,2229,V1,L23,2403
6,4,6870,V1,L4,7417
7,3,8438,V1,L5,9101
5,7,1379,RL,L23,1499
6,2,4526,RL,L4,4901
4,7,2710,V1,L23,3110
9,3,1795,V1,L4,1929
6,7,7736,V1,L5,8447
6,6,1035,RL,L23,1132
5,6,4080,RL,L4,4446
7,5,4202,V1,L23,4633
6,4,3915,V1,L4,4252
4,7,7228,V1,L5,8105
6,7,3963,RL,L23,4362
5,6,3928,RL,L4,4282
7,5,4057,V1,L23,4469
5,7,4260,V1,L4,4677
7,3,8248,V1,L5,8900
6,2,1359,RL,L23,1481
6,6,3358,RL,L4,3629
6,6,3823,V1,L23,4125
6,2,4930,V1,L4,5336
4,7,7026,V1,L5,7878
6,7,1468,RL,L23,1644
9,3,5142,RL,L4,5560
6,6,3845,V1,L23,4147
8,5,7886,V1,L4,8380
5,6,6549,V1,L5,7142
5,7,1868,RL,L23,2044
9,3,2198,RL,L4,2362
9,4,1823,V1,L23,1956
7,3,5010,V1,L4,5439
5,6,6303,V1,L5,6875
7,5,2080,RL,L23,2289
9,3,7766,RL,L4,8425
6,7,3971,V1,L23,4371
6,2,3925,V1,L4,4261
6,4,6840,V1,L5,7386
8,5,5398,RL,L23,5690
9,3,2122,RL,L4,2280
5,6,1876,V1,L23,2043
4,7,5906,V1,L4,6667
5,6,6958,V1,L5,7590
6,2,1189,RL,L23,1301
6,2,3773,RL,L4,4101
6,4,4299,V1,L23,4667
5,6,4249,V1,L4,4629
5,7,6368,V1,L5,7004
7,5,1368,RL,L23,1513
6,2,3774,RL,L4,4103
5,7,1975,V1,L23,2167
6,2,4297,V1,L4,4652
5,7,6271,V1,L5,6897
9,6,2460,RL,L23,2631
9,3,2614,RL,L4,2794
8,5,1757,V1,L23,1849
7,3,4210,V1,L4,4562
6,2,6651,V1,L5,7203
5,6,1418,RL,L23,1526
7,5,5952,RL,L4,6591
6,4,1814,V1,L23,1989
8,5,7533,V1,L4,7983
6,6,5939,V1,L5,6398
6,6,4058,RL,L23,4373
4,7,5851,RL,L4,6599
6,7,3095,V1,L23,3411
9,3,7365,V1,L4,8002
7,3,6573,V1,L5,7113
7,5,3863,RL,L23,4264
6,4,4728,RL,L4,5126
6,7,3193,V1,L23,3519
6,2,4232,V1,L4,4583
5,7,6239,V1,L5,6862
6,6,3319,RL,L23,3586
6,4,4764,RL,L4,5166
5,6,1756,V1,L23,1899
6,4,4509,V1,L4,4889
8,5,9379,V1,L5,9973
6,6,1510,RL,L23,1648
9,3,4173,RL,L4,4507
8,5,1968,V1,L23,2069
9,3,5176,V1,L4,5597
8,5,9859,V1,L5,10489
9,4,6743,RL,L23,7229
9,3,7828,RL,L4,8490
9,6,1838,V1,L23,1979
8,5,7997,V1,L4,8499
5,6,6814,V1,L5,7438
7,3,1531,RL,L23,1658
7,3,4101,RL,L4,4447
4,7,725,V1,L23,896
4,7,5620,V1,L4,6344
8,5,9688,V1,L5,10308
4,7,2364,RL,L23,2727
9,3,7936,RL,L4,8612
9,6,4403,V1,L23,4725
9,3,2459,V1,L4,2633
4,7,7483,V1,L5,8384
5,6,1400,RL,L23,1507
6,7,6343,RL,L4,6988
6,4,4149,V1,L23,4499
9,3,5294,V1,L4,5727
5,7,6810,V1,L5,7507
5,7,2367,RL,L23,2612
6,2,4795,RL,L4,5187
6,4,3848,V1,L23,4182
9,3,2428,V1,L4,2601
5,6,6622,V1,L5,7228
6,2,1271,RL,L23,1391
6,4,4789,RL,L4,5193
6,7,3248,V1,L23,3578
6,7,6311,V1,L4,6953
4,7,7349,V1,L5,8236
9,4,1460,RL,L23,1572
7,5,6120,RL,L4,6780
8,5,2619,V1,L23,2752
9,3,1954,V1,L4,2097
6,4,6946,V1,L5,7508
9,6,4801,RL,L23,5151
4,7,4941,RL,L4,5562
5,6,2404,V1,L23,2620
4,7,5400,V1,L4,6072
8,5,9834,V1,L5,10463
7,5,3685,RL,L23,4071
5,6,4747,RL,L4,5165
9,4,7661,V1,L23,8206
6,7,5848,V1,L4,6433
7,5,8120,V1,L5,8946
6,4,1206,RL,L23,1315
9,3,1446,RL,L4,1567
8,5,5382,V1,L23,5669
7,3,4207,V1,L4,4559
6,2,7820,V1,L5,8412
6,6,3380,RL,L23,3653
9,3,5154,RL,L4,5573
4,7,2819,V1,L23,3234
8,5,7384,V1,L4,7820
6,4,6493,V1,L5,7018
8,5,1497,RL,L23,1580
6,2,3850,RL,L4,4183
7,3,1595,V1,L23,1725
6,7,6449,V1,L4,7103
6,6,6343,V1,L5,6848
8,5,5295,RL,L23,5575
6,4,4787,RL,L4,5191
6,4,1583,V1,L23,1722
6,4,4048,V1,L4,4393
5,6,6296,V1,L5,6868
4,7,3270,RL,L23,3721
9,3,2616,RL,L4,2798
6,6,1186,V1,L23,1293
9,3,7000,V1,L4,7608
5,7,6158,V1,L5,6776
9,4,4693,RL,L23,5033
7,3,4620,RL,L4,5016
5,7,1765,V1,L23,1923
5,6,4994,V1,L4,5434
6,6,5918,V1,L5,6376
7,5,2059,RL,L23,2267
5,6,5025,RL,L4,5471
9,4,7035,V1,L23,7532
9,3,2659,V1,L4,2845
6,6,6623,V1,L5,7151
6,4,1598,RL,L23,1746
9,3,4271,RL,L4,4609
6,6,1175,V1,L23,1281
7,3,4629,V1,L4,5025
6,6,7676,V1,L5,8248
6,4,1596,RL,L23,1744
4,7,5530,RL,L4,6234
7,3,1541,V1,L23,1669
8,5,7329,V1,L4,7763
6,6,7784,V1,L5,8362
6,4,4191,RL,L23,4553
9,3,7958,RL,L4,8637
5,6,2111,V1,L23,2300
7,3,4462,V1,L4,4834
6,7,7601,V1,L5,8306
9,4,1419,RL,L23,1529
9,3,2189,RL,L4,2353
8,5,2112,V1,L23,2224
6,7,5673,V1,L4,6245
7,3,8043,V1,L5,8677
8,5,5290,RL,L23,5570
5,7,3938,RL,L4,4317
6,7,3555,V1,L23,3913
9,3,7566,V1,L4,8219
8,5,9681,V1,L5,10301
6,7,1241,RL,L23,1395
9,3,5259,RL,L4,5683
4,7,644,V1,L23,795
7,5,6516,V1,L4,7216
8,5,9874,V1,L5,10504
4,7,2388,RL,L23,2753
9,3,2685,RL,L4,2874
6,2,2125,V1,L23,2306
9,3,5004,V1,L4,5415
6,4,6703,V1,L5,7242
6,6,4102,RL,L23,4424
5,7,3886,RL,L4,4260
6,4,4404,V1,L23,4779
6,6,3540,V1,L4,3824
6,4,6725,V1,L5,7265
6,4,1727,RL,L23,1895
9,3,7725,RL,L4,8383
6,6,1620,V1,L23,1774
5,7,4621,V1,L4,5090
7,3,8036,V1,L5,8670
6,4,1191,RL,L23,1300
5,6,4673,RL,L4,5087
6,4,1633,V1,L23,1783
6,7,5793,V1,L4,6372
4,7,7180,V1,L5,8049
6,4,1205,RL,L23,1314
6,2,4732,RL,L4,5118
6,4,4499,V1,L23,4879
6,4,4539,V1,L4,4920
7,3,8266,V1,L5,8919
6,7,3043,RL,L23,3356
9,3,5121,RL,L4,5538
9,4,4143,V1,L23,4446
5,6,4045,V1,L4,4407
6,7,6243,V1,L5,6885
7,5,1387,RL,L23,1532
4,7,5627,RL,L4,6351
6,7,982,V1,L23,1110
9,3,5096,V1,L4,5513
7,5,7976,V1,L5,8788
5,7,2160,RL,L23,2369
6,4,4294,RL,L4,4661
9,4,7601,V1,L23,8143
5,6,4162,V1,L4,4535
5,7,6182,V1,L5,6800
4,7,3114,RL,L23,3558
9,3,2229,RL,L4,2394
5,6,1813,V1,L23,1965
9,3,2214,V1,L4,2378
8,5,9462,V1,L5,10060
9,4,6670,RL,L23,7154
6,2,3821,RL,L4,4152
7,3,1655,V1,L23,1789
4,7,5499,V1,L4,6193
6,6,6208,V1,L5,6690
4,7,2402,RL,L23,2769
7,3,4689,RL,L4,5091
6,4,3815,V1,L23,4149
7,3,4564,V1,L4,4950
5,6,6497,V1,L5,7086
9,4,7411,RL,L23,7947
5,7,3904,RL,L4,4279
9,6,2479,V1,L23,2650
9,3,2007,V1,L4,2150
6,2,7964,V1,L5,8560
7,5,1394,RL,L23,1541
8,5,7726,RL,L4,8198
4,7,558,V1,L23,691
9,3,2117,V1,L4,2275
6,4,8135,V1,L5,8736
9,4,4030,RL,L23,4329
7,3,4125,RL,L4,4473
4,7,3321,V1,L23,3777
7,5,6228,V1,L4,6894
6,7,5801,V1,L5,6380
9,6,5029,RL,L23,5387
7,5,6666,RL,L4,7383
9,4,4429,V1,L23,4748
9,3,7481,V1,L4,8126
5,6,6297,V1,L5,6869
9,6,4581,RL,L23,4919
9,3,2268,RL,L4,2438
5,6,1656,V1,L23,1790
7,3,4415,V1,L4,4785
5,7,6304,V1,L5,6934
4,7,2383,RL,L23,2747
5,7,4896,RL,L4,5381
9,6,4416,V1,L23,4738
7,3,4646,V1,L4,5042
5,6,6868,V1,L5,7495
5,6,2334,RL,L23,2537
9,3,7429,RL,L4,8068
9,4,1996,V1,L23,2148
7,3,4674,V1,L4,5075
7,3,6742,V1,L5,7296
9,4,3925,RL,L23,4219
9,3,1603,RL,L4,1729
9,4,7485,V1,L23,8025
7,3,4973,V1,L4,5400
7,3,8129,V1,L5,8766
9,6,1345,RL,L23,1459
7,3,4785,RL,L4,5197
9,4,4998,V1,L23,5357
6,4,3898,V1,L4,4233
6,6,6758,V1,L5,7306
7,5,2144,RL,L23,2357
6,2,3907,RL,L4,4242
6,6,4421,V1,L23,4764
9,3,7483,V1,L4,8128
5,6,8498,V1,L5,9161
6,6,1862,RL,L23,2026
6,2,4473,RL,L4,4841
5,7,1640,V1,L23,1784
4,7,5892,V1,L4,6649
6,7,6567,V1,L5,7249
6,4,1197,RL,L23,1306
8,5,7017,RL,L4,7429
9,4,2536,V1,L23,2731
5,6,4684,V1,L4,5098
6,6,6259,V1,L5,6750
6,4,2088,RL,L23,2291
4,7,4992,RL,L4,5618
4,7,591,V1,L23,729
6,6,6693,V1,L4,7232
4,7,6962,V1,L5,7809
6,7,3012,RL,L23,3325
9,3,2221,RL,L4,2386
9,6,1745,V1,L23,1881
6,6,4119,V1,L4,4444
6,6,6063,V1,L5,6532
6,7,3646,RL,L23,4005
9,3,5331,RL,L4,5767
7,3,2262,V1,L23,2437
8,5,8240,V1,L4,8769
5,6,6333,V1,L5,6909
4,7,3238,RL,L23,3687
9,3,4930,RL,L4,5336
7,5,1591,V1,L23,1753
5,6,4040,V1,L4,4402
6,7,6061,V1,L5,6679
4,7,2972,RL,L23,3406
9,3,7421,RL,L4,8060
9,4,7630,V1,L23,8175
7,5,6561,V1,L4,7264
6,4,6233,V1,L5,6743
9,6,3930,RL,L23,4235
9,3,4133,RL,L4,4465
9,6,2231,V1,L23,2393
8,5,7764,V1,L4,8243
5,7,6410,V1,L5,7057
6,7,3017,RL,L23,3330
5,6,4581,RL,L4,4985
6,4,4140,V1,L23,4489
5,7,4516,V1,L4,4981
7,3,8582,V1,L5,9256
9,6,4075,RL,L23,4384
6,2,3781,RL,L4,4111
6,6,1690,V1,L23,1845
9,3,2218,V1,L4,2382
6,6,7887,V1,L5,8466
6,4,3660,RL,L23,3986
8,5,7040,RL,L4,7452
6,7,3911,V1,L23,4303
4,7,5130,V1,L4,5776
6,4,7834,V1,L5,8426
8,5,2122,RL,L23,2234
5,6,4600,RL,L4,5005
6,7,1483,V1,L23,1661
8,5,7881,V1,L4,8375
7,3,6534,V1,L5,7074
7,5,4351,RL,L23,4794
7,3,4045,RL,L4,4390
7,5,4035,V1,L23,4447
5,6,4132,V1,L4,4502
5,6,6854,V1,L5,7481
7,3,1467,RL,L23,1590
9,3,1536,RL,L4,1660
5,6,2041,V1,L23,2228
9,3,7089,V1,L4,7703
4,7,7314,V1,L5,8199
4,7,2445,RL,L23,2816
7,3,4748,RL,L4,5160
7,3,1988,V1,L23,2143
9,3,2205,V1,L4,2369
4,7,7375,V1,L5,8266
6,4,3780,RL,L23,4112
5,7,3916,RL,L4,4292
6,2,2158,V1,L23,2342
9,3,7724,V1,L4,8382
5,6,6452,V1,L5,7039
9,4,2042,RL,L23,2194
9,3,6734,RL,L4,7325
6,6,3734,V1,L23,4031
9,3,2423,V1,L4,2596
5,6,6843,V1,L5,7470
9,4,6599,RL,L23,7076
6,2,3845,RL,L4,4177
7,5,2065,V1,L23,2274
9,3,7837,V1,L4,8502
7,3,8432,V1,L5,9095
6,7,3927,RL,L23,4322
9,3,5161,RL,L4,5580
7,5,3919,V1,L23,4324
5,7,4599,V1,L4,5066
6,4,6853,V1,L5,7399
5,6,2406,RL,L23,2622
5,6,4578,RL,L4,4982
6,2,1850,V1,L23,2016
9,3,7038,V1,L4,7650
5,6,6366,V1,L5,6945
6,4,3612,RL,L23,3935
6,2,4003,RL,L4,4343
9,4,7730,V1,L23,8280
5,6,4041,V1,L4,4403
7,3,6394,V1,L5,6931
9,4,5162,RL,L23,5536
7,3,4057,RL,L4,4402
9,6,4458,V1,L23,4783
6,7,6026,V1,L4,6639
7,3,6686,V1,L5,7232
9,4,2142,RL,L23,2313
7,5,6065,RL,L4,6720
6,4,1823,V1,L23,1998
8,5,7450,V1,L4,7893
6,4,6947,V1,L5,7509
6,4,3752,RL,L23,4083
4,7,4885,RL,L4,5497
6,7,1466,V1,L23,1642
5,6,4956,V1,L4,5390
5,6,6936,V1,L5,7566
6,2,2179,RL,L23,2365
6,6,3410,RL,L4,3683
6,4,1591,V1,L23,1737
5,6,4294,V1,L4,4675
6,4,8015,V1,L5,8614
8,5,4352,RL,L23,4582
5,6,3968,RL,L4,4324
4,7,2847,V1,L23,3271
6,2,4809,V1,L4,5202
6,4,6391,V1,L5,6910
6,7,3150,RL,L23,3473
5,7,3930,RL,L4,4308
5,7,1993,V1,L23,2186
6,2,4118,V1,L4,4465
6,7,5946,V1,L5,6543
6,2,4675,RL,L23,5058
7,5,6865,RL,L4,7597
4,7,2561,V1,L23,2944
5,7,4680,V1,L4,5149
5,7,6822,V1,L5,7520
9,6,3982,RL,L23,4288
8,5,7052,RL,L4,7467
6,6,3917,V1,L23,4227
9,3,4795,V1,L4,5184
5,6,6462,V1,L5,7051
8,5,2232,RL,L23,2353
9,3,1471,RL,L4,1593
6,6,3893,V1,L23,4200
7,3,4993,V1,L4,5422
6,6,6189,V1,L5,6669
6,2,3832,RL,L23,4164
7,3,4970,RL,L4,5397
4,7,2761,V1,L23,3167
4,7,5074,V1,L4,5709
7,3,8089,V1,L5,8724
6,2,1871,RL,L23,2038
5,6,4051,RL,L4,4413
9,4,6736,V1,L23,7222
9,3,7583,V1,L4,8236
6,2,6637,V1,L5,7189
6,6,3486,RL,L23,3766
9,3,7683,RL,L4,8339
4,7,2693,V1,L23,3092
9,3,4452,V1,L4,4808
5,6,6540,V1,L5,7131
8,5,5286,RL,L23,5566
9,3,1535,RL,L4,1659
5,7,2286,V1,L23,2507
5,7,4904,V1,L4,5392
7,5,7942,V1,L5,8747
7,5,1912,RL,L23,2110
9,3,4880,RL,L4,5283
7,3,1540,V1,L23,1668
9,3,7216,V1,L4,7841
5,7,6330,V1,L5,6961
6,7,890,RL,L23,1004
6,4,3685,RL,L4,4011
9,4,4382,V1,L23,4697
4,7,5905,V1,L4,6666
8,5,9624,V1,L5,10237
9,4,2510,RL,L23,2702
9,3,4237,RL,L4,4574
6,4,1581,V1,L23,1718
5,6,4917,V1,L4,5348
6,7,5856,V1,L5,6441
9,4,7392,RL,L23,7924
6,2,4472,RL,L4,4840
6,4,1363,V1,L23,1481
9,3,6976,V1,L4,7583
6,2,6904,V1,L5,7477
6,4,3605,RL,L23,3926
6,7,6387,RL,L4,7037
7,3,1761,V1,L23,1902
6,2,4203,V1,L4,4552
8,5,9484,V1,L5,10083
9,6,1300,RL,L23,1412
6,4,4672,RL,L4,5065
4,7,2517,V1,L23,2892
8,5,7566,V1,L4,8022
4,7,7053,V1,L5,7908
4,7,3304,RL,L23,3758
9,3,6770,RL,L4,7363
7,5,2148,V1,L23,2361
6,2,4364,V1,L4,4723
8,5,7383,V1,L5,7819
8,5,2440,RL,L23,2565
5,7,3813,RL,L4,4186
9,4,7180,V1,L23,7689
9,3,7304,V1,L4,7932
6,6,7771,V1,L5,8346
6,2,1214,RL,L23,1328
7,5,6054,RL,L4,6707
6,4,1307,V1,L23,1422
7,3,4760,V1,L4,5172
6,4,6754,V1,L5,7296
6,6,3329,RL,L23,3598
7,5,6864,RL,L4,7596
6,7,3299,V1,L23,3631
9,3,1754,V1,L4,1886
6,4,6227,V1,L5,6737
7,5,1468,RL,L23,1621
4,7,5657,RL,L4,6383
6,2,1929,V1,L23,2101
9,3,7436,V1,L4,8075
5,6,6511,V1,L5,7100
6,4,1221,RL,L23,1331
6,2,3912,RL,L4,4247
9,4,4573,V1,L23,4903
4,7,5421,V1,L4,6098
5,6,6713,V1,L5,7330
6,6,1459,RL,L23,1593
4,7,4805,RL,L4,5398
6,4,1894,V1,L23,2073
9,3,2104,V1,L4,2262
7,3,8242,V1,L5,8894
6,7,3953,RL,L23,4351
9,3,4090,RL,L4,4422
6,2,1951,V1,L23,2126
6,7,5610,V1,L4,6172
6,4,6834,V1,L5,7380
9,6,5021,RL,L23,5377
7,5,6689,RL,L4,7407
9,6,1669,V1,L23,1801
6,2,4678,V1,L4,5061
7,3,8195,V1,L5,8842
8,5,4410,RL,L23,4640
6,4,4385,RL,L4,4759
6,6,3683,V1,L23,3977
6,4,4646,V1,L4,5037
6,4,6731,V1,L5,7271
6,4,1112,RL,L23,1213
6,2,3945,RL,L4,4282
5,7,1783,V1,L23,1943
6,6,3621,V1,L4,3912
6,7,7489,V1,L5,8190
6,4,1769,RL,L23,1942
9,3,6796,RL,L4,7390
8,5,4870,V1,L23,5127
9,3,7275,V1,L4,7903
7,3,8422,V1,L5,9085
6,4,3691,RL,L23,4017
5,6,4053,RL,L4,4416
9,4,1841,V1,L23,1979
6,6,3619,V1,L4,3910
6,4,6638,V1,L5,7174
7,3,2121,RL,L23,2286
6,4,3693,RL,L4,4019
8,5,1727,V1,L23,1817
6,4,3714,V1,L4,4044
5,6,6321,V1,L5,6894
6,4,1996,RL,L23,2186
7,5,6657,RL,L4,7371
5,6,2113,V1,L23,2302
4,7,5489,V1,L4,6179
5,7,6736,V1,L5,7422
6,4,3666,RL,L23,3992
5,6,4013,RL,L4,4372
9,4,6909,V1,L23,7401
9,3,2027,V1,L4,2174
6,7,7564,V1,L5,8266
8,5,2593,RL,L23,2725
9,3,4122,RL,L4,4454
6,6,1354,V1,L23,1470
4,7,5577,V1,L4,6297
6,4,6631,V1,L5,7167
7,5,1477,RL,L23,1631
5,7,3808,RL,L4,4181
6,2,1440,V1,L23,1574
7,3,4226,V1,L4,4582
6,4,6200,V1,L5,6707
5,6,1463,RL,L23,1574
7,5,6882,RL,L4,7620
9,4,1915,V1,L23,2062
6,4,3861,V1,L4,4196
5,6,6245,V1,L5,6813
9,6,2107,RL,L23,2264
9,3,4099,RL,L4,4431
