session,scan_idx,unit_id,readout_id,start_frame,end_frame
4,7,3649,3202,35178,35237
4,7,3651,3204,10218,10277
4,7,3655,3208,39912,39971
4,7,3656,3209,42385,42444
4,7,3658,3211,12328,12387
4,7,3659,3212,64709,64768
4,7,3661,3214,40238,40297
4,7,3662,3215,31527,31586
4,7,3667,3220,61084,61143
4,7,3672,3224,57835,57894
4,7,3673,3225,52577,52636
4,7,3674,3226,72072,72131
4,7,3675,3227,1622,1681
4,7,3676,3228,7536,7595
4,7,3678,3229,43051,43110
4,7,3679,3230,65702,65761
4,7,3680,3231,34916,34975
4,7,3684,3235,2807,2866
4,7,3685,3236,34432,34491
4,7,3687,3238,62409,62468
4,7,3690,3241,69809,69868
4,7,3691,3242,3664,3723
4,7,3693,3244,34920,34979
4,7,3694,3245,32325,32384
4,7,3696,3247,20172,20231
4,7,3698,3249,36651,36710
4,7,3699,3250,27603,27662
4,7,3702,3252,56929,56988
4,7,3703,3253,40716,40775
4,7,3704,3254,65258,65317
4,7,3707,3257,10563,10622
